文字 列 太 文字 プリント する	print(f'\033[1m{value}\033[0m')
ふたつ 辞書 結合 する	aDict | aDict2
折れ線 グラフ 大き さ ダイアモンドマーカー 描画 する	plt.plot(データ列, データ列2, marker='D', markersize=n)
日付 時刻 データ 日付 時刻 データ あと 調べる	aDatetime > aDatetime2
全 要素 初期 化 さ れ た 符号 なし ビット 整数 型 行列	np.zeros(行数, 列数, dtype=np.uint8)
折れ線 グラフ 三角 マーカー 青く する	plt.plot(データ列, データ列2, marker='^', markerfacecolor='b')
エクセルファイルファイル 全て シート 読み込む	pd.read_excel(filename, sheet_name=None)
カラー コード 左 三 角 マーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='<', c=rgb)
リスト リスト カラー コード 濃い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='deep', color=rgb)
数式 変数 階 微分 行う	sympy.diff(e, z, n)
双方向 キュー リスト する	list(deq)
データ 列 書式 日付 データ 変換 する	pd.to_datetime(ds, format=fmt)
文字 コード 最大 値	sys.maxunicode
現在 何 秒 知る	datetime.date.today().second
折れ線 グラフ 右 三 角 マーカー 黒色 する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='k')
オプション ダーク グリーン グラフ 色 設定 する	color = 'darkgreen'
一 桁 数 どう 調べる	-9 <= x <= 9
列 標本 標準 偏差	ds.std()
文字 列 カンマ 区切っ 文字 列 リスト する	s.split(',')
データ フレーム 列 と列 重複 あれ 落とす	df.drop_duplicates(subset=[column, column2])
オプション 色 黄 緑 設定 する	color = 'chartreuse'
グラフ 色 指定 する	sns.set(pallete=palleteName)
折れ線 グラフ 描画 し 色 青 設定 する	plt.plot(データ列, データ列2, color='blue')
データ 列 型 変換 し データ フレーム インデックス する	df.index = pd.DatetimeIndex(pd.to_datetime(ds))
データ フレーム リスト 列 四捨五入 し 整数 型 する	df[aList].round().astype(int)
デフォルト 見た目 適用 する	sns.set()
折れ線 グラフ 描画 し その 色 ライトスカイブルー 設定 する	plt.plot(データ列, データ列2, color='lightskyblue')
折れ線 グラフ 描画 し その 色 フォレストグリーン 設定 する	plt.plot(データ列, データ列2, color='forestgreen')
データ フレーム 複数 列 昇順 ソート し 更新 する	df.sort_values(by=column, ascending=True, inplace=True)
文字 列 中 正規 表現 マッチ し た 全て 文字 列 リスト する	re.findall(pattern, s)
オプション スラッシュ 分割 記号 用いる	sep = '/'
オプション ライト シアン グラフ 色 指定 する	color = 'lightcyan'
オプション グラフ 色 ラベンダー ブラッシュ 指定 する	color = 'lavenderblush'
最大 長 ある キュー	collections.deque(maxlen=n)
数列 明るい 色 ヒストグラム 描画 する	plt.hist(xdata, color='bright')
線 グラフ 描画 し その 色 スノー 設定 する	plt.plot(データ列, データ列2, color='snow')
データ フレーム 複数 列 集約 し 列挙 する	[(name, group) for name, group in df.groupby(columns)]
ヒストグラム 描画 し その 色 バリーウッド する	plt.hist(データ列, color='burlywood')
文字 列 接頭 辞 部分 文字 列 調べる	s.startswith(sub)
ヒストグラム 描画 し 半 透明 化 する	plt.hist(データ列, alpha=0.5)
折れ線 グラフ 描画 し その 色 サドル ブラウン 変更 する	plt.plot(データ列, データ列2, color='saddlebrown')
線 グラフ 色 ダークターコイズ 設定 する	plt.plot(データ列, データ列2, color='darkturquoise')
データ フレーム カラム 何 分 調べる	df[col].dt.minute
データ フレーム 欠損 値 中央 値 補う	df.fillna(df.median())
行列 形状 求める	aArray.shape
リネン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='linen')
散布 図 黒い マーカー 用いる	plt.plot(xdata, ydata, marker='v', c='k')
実数 整数 部	math.modf(x)[1]
ヒストグラム 描画 し 色 紺碧 設定 する	plt.hist(データ列, color='azure')
オプション グラフ 色 サドル ブラウン 指定 する	color = 'saddlebrown'
データ フレーム 複数 列 値 ごと 集約 し 列挙 する	[(name, group) for name, group in df.groupby(columns)]
配列 最大 値 計算 する	np.max(aArray)
オプション 色 ダーク バイオレット 設定 する	color = 'darkviolet'
データ フレーム 列 ユニーク な 値 個数	df[col].nunique()
折れ線 グラフ 描画 し その 色 マゼンタ 設定 する	plt.plot(データ列, データ列2, color='magenta')
ケン ドール 相関 係数 データ フレーム 相関 行列	df.corr(method='kendall')
オプション グラフ 色 オリーブ 設定 する	color = 'olive'
散布 図 赤い 丸 マーカー 描画 する	plt.plot(xdata, ydata, marker='o', c='r')
データ フレーム ファイル 読み込む	pd.read_csv(filename, sep='\t')
パラメータ 数式 積分 求める	sympy.integrate(e, z)
マーカー 散布 図 描く	plt.plot(xdata, ydata, marker='^')
ガンマ 関数	math.gamma(x)
ゼロ 埋め さ れ た 三 二 ビット 整数 型 配列 作る	np.zeros(要素数, dtype=np.int16)
オプション ダーク グレー 色 使用 する	color = 'darkgrey'
線 グラフ 色 赤 指定 する	plt.plot(データ列, データ列2, color='red')
データ フレーム 表示 する とき 行 数 増やす	pd.set_option('display.max_rows', n)
黒い ダイアモンドマーカー 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, marker='D', markerfacecolor='k')
本日 年数	datetime.datetime.today().year
散布 図 赤い 四角 マーカー 使用 する	plt.plot(xdata, ydata, marker='s', c='r')
オプション グラフ 色 ダークシアグリーン セット する	color = 'darkseagreen'
折れ線 グラフ 描画 し その 色 ライトグリーン 変更 する	plt.plot(データ列, データ列2, color='lightgreen')
ヒストグラム 色 チョコレート 指定 する	plt.hist(データ列, color='chocolate')
オプション 色 グレー 指定 する	color = 'grey'
パターン マッチ し た 文字 列 新しい 文字 列 置換 する	re.sub(pattern, newsub, s)
文字 列 全て 識別子 名	s.isidentifier()
表 データ 指定 さ れ た 列 名 一覧 列 抽出 する	df[columns]
組 中 要素 少なくとも ひとつ 真 どう	any(aTuple)
ファイル 番目 シート データ フレーム 読む	pd.read_excel(filename, sheet_name=n)
配列 等量 分割 数 用い ビン 分割 する	pd.qcut(aArray, n)
データ フレーム 内 列 と列 重複 あれ マスク する	df.duplicated(subset=[column, column2])
ファイル シート 読み込む	pd.read_excel(filename, sheet_name=[n, n2])
散布 図 黒い 四角 マーカー 用いる	plt.plot(xdata, ydata, marker='s', c='k')
リスト リスト 破線 グラフ 描画 し その 色 色 差別 ない 設定 する	plt.plot(xdata, ydata, linestyle='dash', color='colorblind')
濃い 色 散布 図 重なり 見 やすく 描く	plt.plot(xdata, ydata, c='deep', alpha=0.5)
小数点 数 切り上げ 整数 変換 する	math.ceil(x)
数式 簡単 する	sympy.sympify(e)
浮動 小数点 数 十 位 丸める	round(x, -1)
データ フレーム リスト カラム 欠損 値 最小 値 設定 する	df[aList].fillna(df[aList].min())
文字 列 緑色 プリント できる 文字 列 する	f'\033[32m{value}\033[0m'
データ フレーム 列 グループ 化 する	df.groupby('A')
データ フレーム 列 未 入力 値 直前 値 変更 する	df[col].fillna(method='ffill')
折れ線 グラフ 描画 し 色 貝殻 指定 する	plt.plot(データ列, データ列2, color='seashell')
数値 部分 分数 化 行う	sympy.apart(e)
折れ線 グラフ 黄色い 菱形 マーカー 描画 する	plt.plot(データ列, データ列2, marker='D', markerfacecolor='y')
数式 数値 求める	float(e)
スクリプト ファイル 絶対 パス 使う	os.path.abspath(__file__)
最 頻 値 データ フレーム 欠損 値 埋める	df.fillna(df.mode().iloc[0])
日付 時刻 データ 土曜日 調べる	aDatetime.weekday() == 5
オプション 分割 記号 改行 する	sep = '\n'
グラフ グリッド 白く する	sns.set(style='whitegrid')
データ フレーム それぞれ グループ 個数	df.groupby(column).count()
データ フレーム インデックス 一覧	df.index
データ 列 欠損 値 最小 値 置換 する	ds.fillna(ds.min())
ヒストグラム 色 フクシア 設定 する	plt.hist(データ列, color='fuchsia')
データ フレーム 列 集約 し 列 要約 統計 量 求める	df.groupby(column).describe()[column2]
年 月 日 日付 時刻 する	datetime.datetime(year=year, month=month, day=day)
ヒストグラム 色 ミディアムスレートブルー 変更 する	plt.hist(データ列, color='mediumslateblue')
折れ線 グラフ 色 スカイ ブルー 設定 する	plt.plot(データ列, データ列2, color='skyblue')
リスト リスト 散布 図 下 三角 マーカー 描画 する	plt.plot(xdata, ydata, marker='v')
ミディアムブルー ヒストグラム 色 変更 する	plt.hist(データ列, color='mediumblue')
オプション オー キッド 色 設定 する	color = 'orchid'
パステル 調 折れ線 色 カラー コード 設定 する	plt.plot(xdata, ydata, linestyle='pastel', color=rgb)
ヒストグラム 描画 し 色 ライトグリーン 設定 する	plt.hist(データ列, color='lightgreen')
折れ線 グラフ 描画 し その 色 ライト サーモン 変更 する	plt.plot(データ列, データ列2, color='lightsalmon')
線 グラフ 色 ライトスカイブルー 設定 する	plt.plot(データ列, データ列2, color='lightskyblue')
リスト 中 要素 少なくとも ひとつ 真	any(aList)
ヒストグラム 描画 し その 色 黄色 変更 する	plt.hist(データ列, color='yellow')
改行 取り除い ファイル 一行 読む	f.readline()
書き込む ファイル 小数点 以下 桁 数 セット する	df.to_csv(filename, float_format='%.3f')
リスト リスト 明るい 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='bright', color=rgb)
データ フレーム 欠損 値 最大 値 埋める	df.fillna(df.max())
列 名 リスト データ 型 フィルタ する	df.select_dtypes(型).columns
全 要素 初期 化 さ れ た ビット 整数 型 行列	np.zeros(行数, 列数, dtype=np.int8)
スピアマン 相関 係数 データ フレーム リスト 列 相関 行列	df[aList].corr(method='spearman')
ヒストグラム 描画 し 色 ラベンダー ブラッシュ する	plt.hist(データ列, color='lavenderblush')
折れ線 グラフ 丸 印 青く する	plt.plot(データ列, データ列2, marker='o', markerfacecolor='b')
カウンタ ユニーク な 文字 列 列挙 する	list(aCounter)
オプション イエロー グリーン 色 使う	color = 'yellowgreen'
データ 列 中 ある 文字 列 文字 列 合計 数える	ds.isin([value, value2]).sum()
二つ データ フレーム 異なる カラム キー 左 結合 する	pd.merge(df, df2, left_on=column, right_on=column2, how='left')
オプション 色 ミディアムシアグリーン 変更 する	color = 'mediumseagreen'
行列 平均 値 計算 する	np.mean(aArray)
リスト リスト 折れ線 グラフ 透明 度 描画 する	plt.plot(xdata, ydata, alpha=alpha)
ファイル 追加 用 オープン する	open(filepath, mode='a')
データ フレーム 列 以上 行 抽出 する	df[df[column] >= x]
ヒストグラム 描画 し その 色 ミディアムアクアマリン 設定 する	plt.hist(データ列, color='mediumaquamarine')
折れ線 グラフ 描画 し その 色 ダーク カーキ 設定 する	plt.plot(データ列, データ列2, color='darkkhaki')
データ 列 曜日 何 日 目 見る	ds.dt.dayofweek
ヒストグラム 描画 し その 色 ダークオーキッド 指定 する	plt.hist(データ列, color='darkorchid')
文字 列 ファイル 書き込む	f.write(s)
データ フレーム まとめ 丸める	df.round()
配列 平坦 する	aArray.flatten()
リスト 行列 初期 化 する	np.array(aList)
ヒストグラム 描画 し 色 ライトスチールブルー セット する	plt.hist(データ列, color='lightsteelblue')
折れ線 グラフ バツ マーカー 黄色 する	plt.plot(データ列, データ列2, marker='x', markerfacecolor='y')
小数点 以下 表示 精度 減らす	pd.set_option('precision', n)
オプション どの 列 インデックス し ない	index_col = None
オプション 線 種 実線 セット する	linestyle = 'solid'
折れ線 グラフ 右 三 角 マーカー 線 幅 セット する	plt.plot(データ列, データ列2, marker='>', markeredgewidth=n)
ヒストグラム 色 ライト サーモン 設定 する	plt.hist(データ列, color='lightsalmon')
ヒストグラム 描画 し その 色 シエナ セット する	plt.hist(データ列, color='sienna')
整数 八 進数 文字 列	oct(n)[2:]
ファイル 付き 用い オープン する	open(filepath, encoding='utf_8_sig')
右 三 角 マーカー 散布 図 プロット する	plt.plot(xdata, ydata, marker='>')
三 自然 数 最小公倍数	math.lcm(n, n2, n3)
シーケンス カウンタ 作る	collections.Counter(iterable)
割り切れる 調べる	n % n2 == 0
ごと スライス	slice(n, n2, step)
正規 表現 文字 列 全体 マッチ さ せる	re.fullmatch(pattern, s)
データ フレーム 読み込む	pd.read_csv(filename, sep='\t')
赤色 パステル 調 の 描画 する	plt.plot(xdata, ydata, linestyle='pastel', color='r')
オプション 先頭 列 行 増やす	index_col = 0
データ フレーム カラム 千 位 丸め 整数 する	df[col].round(-3).astype(int)
配列 リスト カラー コード 濃い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='deep', color=rgb)
変数 近づく とき 数式 極限 値 求める	sympy.limit(e, z, 0)
文字 列 全て 数値	s.isnumeric()
破線 グラフ 色 明るい 設定 する	plt.plot(xdata, ydata, linestyle='dash', color='bright')
カラム 正規 分布 どの 程度 歪ん いる 見る	ds.kurt()
オプション グラフ 色 サンディーブラウン 設定 する	color = 'sandybrown'
文字 列 中 パターン 全 マッチ 使う	re.findall(pattern, s)
文字 列 文字 列 辞書 順 前 どう 調べる	s < s2
データ フレーム それぞれ グループ 平均 値	df.groupby(column).mean()
オプション ダークオーキッド グラフ 色 する	color = 'darkorchid'
データ 列 リスト 明るい 色 折れ線 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='bright')
日付 時刻 データ 年数	aDatetime.year
オプション マゼンタ 色 用いる	color = 'magenta'
ファイル パス 絶対 ファイル パス 変換 する	os.path.abspath(filepath)
文字 列 走査 し 正規 表現 限定 マッチ する 見る	re.search(pattern, s, flags=re.ASCI)
オプション ミント クリーム 用いる	color = 'mintcream'
列 キー し 二つ データ フレーム 左 結合 する	pd.merge(df, df2, on=column, how='left')
ヒストグラム 描画 し その 色 紺 設定 する	plt.hist(データ列, color='darkblue')
折れ線 グラフ 色 レベッカパープル 変更 する	plt.plot(データ列, データ列2, color='rebeccapurple')
オブジェクト プロパティ 値	getattr(obj, プロパティ名)
リスト リスト 濃い グラフ 描画 し その 色 黒 する	plt.plot(xdata, ydata, linestyle='deep', color='k')
表 データ 列 値 グループ 化 し 列挙 する	[(name, group) for name, group in df.groupby(column)]
ヒストグラム 色 オリベドラブ セット する	plt.hist(データ列, color='olivedrab')
書式 文字 列 日付 型 する	pd.to_datetime(s, format=fmt)
リスト リスト 散布 図 左 三 角 マーカー 描く	plt.plot(xdata, ydata, marker='<')
データ フレーム 中 列 等量 ビン 数 ビン 分割 する	pd.qcut(df[col], n)
文字 列 先頭 正規 表現 複数 行 対応 マッチ する 調べる	re.match(pattern, s, flags=re.MULTILINE)
オプション グラフ 色 コーラル 指定 する	color = 'coral'
リスト 重複 除く	sorted(set(aList), key=aList.index)
折れ線 グラフ 色 オレンジ 設定 する	plt.plot(データ列, データ列2, color='orange')
区間 数 設定 し ヒストグラム 描く	plt.hist(データ列, bins=n)
オプション グラフ 色 アクア 設定 する	color = 'aqua'
文字 列 ケース 変換 する	s.casefold()
π	math.pi
オプション ネイビー 色 使う	color = 'navy'
黒い 暗い グラフ プロット する	plt.plot(xdata, ydata, linestyle='dark', color='k')
数式 パラメータ 微分 する	sympy.diff(e, z)
データ フレーム 列 ダミー 変数 する	pd.get_dummies(df[column])
データ 列 標準 偏差	ds.std()
ひとつ 非 大文字 文字 列 中 ある 調べる	any(not c.isupper() for c in s)
行列 列 ごと 最小 値	np.min(aArray, axis=0)
タプル インデント 幅 形式 文字 列 変換 する	json.dumps(aDict, ensure_ascii=False, indent=n)
パパイヤウィップ 色 ヒストグラム 描画 する	plt.hist(データ列, color='papayawhip')
文字 列 白色 化 する	f'\033[37m{value}\033[0m'
オプション 色 ダークターコイズ 設定 する	color = 'darkturquoise'
線 グラフ 描画 し その 色 ライトスレイグレー セット する	plt.plot(データ列, データ列2, color='lightslategray')
文字 列 無限 イテラブル 得る	itertools.repeat(element)
折れ線 グラフ マーカー 丸 する	plt.plot(データ列, データ列2, marker='o')
ファイル 拡張 子 付き ファイル 名 使う	os.path.basename(filepath)
ヒストグラム 描画 し 色 オレンジ レッド 指定 する	plt.hist(データ列, color='orangered')
折れ線 グラフ 描画 し その 色 シエナ 設定 する	plt.plot(データ列, データ列2, color='sienna')
同じ 値	n == n2
オプション 色 スラグレー セット する	color = 'slategrey'
データ フレーム リスト カラム 欠損 値 直後 値 設定 する	df[aList].fillna(method='bfill')
折れ線 グラフ 描画 し 色 ブラック 設定 する	plt.plot(データ列, データ列2, color='black')
ヒストグラム 描画 し その 色 プラム 設定 する	plt.hist(データ列, color='plum')
小さい 確認 する	n < n2
文字 列 アンダーライン 付き 表示 する	print(f'\033[4m{value}\033[0m')
リスト 配列 散布 図 描い 星 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='*', c=rgb)
文字 列 改行 区切る	s.splitlines()
ヒストグラム 描画 し その 色 グリーン イエロー 設定 する	plt.hist(データ列, color='greenyellow')
折れ線 グラフ 色 オレンジ レッド する	plt.plot(データ列, データ列2, color='orangered')
黒色 大 バツ マーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='X', c='k')
データ フレーム 表示 する とき 列 データ フレーム 表示 できる よう する	pd.set_option('display.max_columns', n)
書き込み 用 ファイル オープン する	open(filepath, mode='w', encoding='shift_jis')
ファイル 読む	pd.read_csv(filename, sep='\t')
オプション ピンク色 使う	color = 'deeppink'
線 グラフ 描画 し 色 リネン 設定 する	plt.plot(データ列, データ列2, color='linen')
リスト リスト 散布 図 描画 し 文字 列 凡例 用 ラベル 設定 する	plt.scatter(xdata, xdata, label=s)
線 グラフ 描画 し その 色 プラム セット する	plt.plot(データ列, データ列2, color='plum')
データ フレーム 複数 列 昇順 ソート する	df.sort_values(by=column, ascending=True)
日付 データ 日付 データ 時間 差 秒 算出 する	(aDate - aDate2).total_seconds()
オプション 文字 列 示す エン コーディング 使う	encoding = s
辞書 キー 値 入れ替える	{v: k for k, v in aDict.items()}
オプション 暗い 赤 グラフ 色 変更 する	color = 'darkred'
折れ線 グラフ 黄色い 四角 マーカー 描画 する	plt.plot(データ列, データ列2, marker='s', markerfacecolor='y')
オプション オレンジ レッド 用いる	color = 'orangered'
折れ線 グラフ 色 ミディアムアクアマリン 変更 する	plt.plot(データ列, データ列2, color='mediumaquamarine')
底 する 対数	math.log10(x)
タプル 昇順 並べる	sorted(aTuple, reverse=True)
タプル キー 一覧 見る	list(aDict)
ヒストグラム 描画 し その 色 ゴールド 変更 する	plt.hist(データ列, color='gold')
リスト 配列 散布 図 カラー コード 星 マーカー 描画 する	plt.plot(xdata, ydata, marker='*', c=rgb)
オプション フォレストグリーン 使う	color = 'forestgreen'
ピーチ パフ 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='peachpuff')
ヒストグラム 色 インディゴ 設定 する	plt.hist(データ列, color='indigo')
数式 部分 分数 展開 する	sympy.apart(e)
破線 グラフ 色 色 差別 ない 設定 する	plt.plot(xdata, ydata, linestyle='dash', color='colorblind')
リスト 小さい 方 並べ 変える	sorted(aList, reverse=False)
カラム 欠損 値 中央 値 指定 する	ds.fillna(ds.median())
折れ線 グラフ 丸 マーカー 緑色 する	plt.plot(データ列, データ列2, marker='o', markerfacecolor='g')
整数 十 六 進 文字 列 する	hex(n)[2:]
小さい 順 データ フレーム 列 ソート する	df.sort_values(by='A', ascending=True)
リスト リスト 散布 図 描画 し ポイント マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='.', c=rgb)
各 桁 和	sum(map(int, str(n)))
オプション 三 ビット 整数 型 使う	dtype = np.int16
進 表記 変換 する	oct(n)
ポスター グラフ 設定 する	sns.set(context='poster')
ヒストグラム 描画 し その 色 トマト 変更 する	plt.hist(データ列, color='tomato')
小さい 順 列 用い 表 データ ソート し 更新 する	df.sort_values(by=['A', 'B'], ascending=True, inplace=True)
データ フレーム 列 グループ 化 し それぞれ グループ ごと 最大 値 求める	df.groupby(column).max()
実数 逆 余弦	math.acos(x)
変数 名 キー マップ 作成 する	dict(name=element)
データ フレーム 列 多く 小さい 行 取り出す	df[(x < df[column]) & (df[column] < x2)]
データ フレーム 内 列 重複 ある 見る	df.duplicated(subset=column)
日本語 文字 列 ある 調べる	re.search('[あ-んア-ン\u4E00-\u9FD0]', s)
折れ線 グラフ 色 紺碧 設定 する	plt.plot(データ列, データ列2, color='azure')
リスト リスト パステル 調 グラフ 描画 し 色 青く する	plt.plot(xdata, ydata, linestyle='pastel', color='b')
オプション ペールグリーン 色 設定 する	color = 'palegreen'
リスト リスト 濃い グラフ 描画 し その 色 黒色 設定 する	plt.plot(xdata, ydata, linestyle='deep', color='k')
行列 転置 する	aArray.T
オプション グラフ 色 ピンク 設定 する	color = 'pink'
オプション 暗い 赤 グラフ 色 設定 する	color = 'darkred'
データ フレーム 複数 列 値 グループ 化 し 要約 統計 量 算出 する	df.groupby(columns).describe()
データ 列 欠損 値 モード 設定 する	ds.fillna(ds.mode().iloc[0])
折れ線 グラフ 描画 し その 色 暗い 赤 設定 する	plt.plot(データ列, データ列2, color='darkred')
線 グラフ 描画 し 色 アクアマリン 設定 する	plt.plot(データ列, データ列2, color='aquamarine')
割り切れる テスト する	n % 2 == 0
縦 方向 二つ 表 データ 一つ まとめる	pd.concat([df, df2])
組 展開 し プリント する	print(*aTuple)
データ フレーム 先頭	df.head()
文字 列 タプル 要素 で ない 調べる	element not in aTuple
折れ線 グラフ 描画 し その 色 パールバイオレットレッド 変更 する	plt.plot(データ列, データ列2, color='palevioletred')
折れ線 グラフ 描画 し その 色 グレー 設定 する	plt.plot(データ列, データ列2, color='grey')
折れ線 グラフ 描画 し 色 コーラル 設定 する	plt.plot(データ列, データ列2, color='coral')
複数 データ フレーム 縦 方向 合体 さ せる	pd.concat([df, df2, df3], axis=0)
暗い 色 折れ線 グラフ プロット し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='dark')
行列 次元 変形 する	aArray.reshape(行数, 列数)
線 グラフ 描画 し その 色 ダーク ブルー 指定 する	plt.plot(データ列, データ列2, color='darkblue')
プロット グリッド 線 入れる	plt.grid(True)
グラフ 色 濃く する	sns.set(pallete='deep')
リスト リスト 折れ線 描い その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n)
オプション グラフ 色 イエロー グリーン セット する	color = 'yellowgreen'
パステル 調 の 描画 し その 線 幅 変更 する	plt.plot(xdata, ydata, linestyle='pastel', linewidth=n)
ダーク バイオレット 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='darkviolet')
真	bool(x)
掛ける 算出 する	n * n2
濃い 色 ヒストグラム リスト 描く	plt.hist(xdata, color='deep')
文字 列 部分 文字 列 取り除く	s.replace(sub, '')
棒グラフ 色 カラー コード 設定 する	plt.bar(ラベル列, データ列, color=rgb)
文字 列 タイトル ケース	s.istitle()
タプル 文字 列 最初 見つかる インデックス 使う	aTuple.index(element)
リスト 等量 ビン 数 分割 する	pd.qcut(aList, n)
自然 数 個 もの 個 取り出し た 場合 並べ方 総数 求める	math.perm(n, k)
データ フレーム カラム 欠損 値 直前 値 設定 する	df[col].fillna(method='ffill')
日付 時刻 データ 日 見る	aDatetime.day
オプション グラフ 色 ミディアムバイオレットレッド 設定 する	color = 'mediumvioletred'
小麦色 ヒストグラム 色 設定 する	plt.hist(データ列, color='wheat')
文字 列 部分 文字 列 分け た とき 前半 文字 列	s.partition(sub)[0]
整数 二 進 表現 する	bin(n)
リスト リスト 散布 図 丸 マーカー 描画 する	plt.plot(xdata, ydata, marker='o')
ライトグリーン 色 ヒストグラム 描画 する	plt.hist(データ列, color='lightgreen')
集合 要素 数	len(aSet)
データ フレーム 列 ソート し 更新 する	df.sort_values(by='A', inplace=True)
折れ線 グラフ 描画 し その 色 ゴースト ホワイト 指定 する	plt.plot(データ列, データ列2, color='ghostwhite')
オプション ダーク オリーブ グリーン 使う	color = 'darkolivegreen'
オプション シエナ 色 使う	color = 'sienna'
リスト 先頭 要素 除く	aList[n:]
ヒストグラム 色 ライトスレイグレー 設定 する	plt.hist(データ列, color='lightslategray')
折れ線 グラフ 描画 し 色 バリーウッド 指定 する	plt.plot(データ列, データ列2, color='burlywood')
マルーン ヒストグラム 色 セット する	plt.hist(データ列, color='maroon')
データ フレーム リスト カラム 欠損 値 後 行 値 設定 する	df[aList].fillna(method='bfill')
データ フレーム カラム 尖 度 求める	df[col].skew()
データ フレーム 指定 さ れ た 列 配列 変換 する	df[column].values
ヒストグラム 描画 し 透明 度 変更 する	plt.hist(データ列, alpha=x)
グラフ 色 明るく する	sns.set(pallete='bright')
データ フレーム 中 列 ビン 数 ビニング し ラベル つける	pd.cut(df[col], n, labels=names)
オプション グラフ 色 シエナ 設定 する	color = 'sienna'
行列 間 要素 ごと 最小公倍数	np.lcm(aArray, aArray2)
ヒストグラム 描画 し 色 ミディアムスレートブルー 設定 する	plt.hist(データ列, color='mediumslateblue')
折れ線 グラフ 色 ブラック 設定 する	plt.plot(データ列, データ列2, color='black')
折れ線 グラフ 描画 し その 色 ディープスカイブルー 設定 する	plt.plot(データ列, データ列2, color='deepskyblue')
インデックス 用い データ フレーム 全体 整列 する	df.sort_index()
項目 名 辞書 存在 する 調べる	key in aDict
折れ線 グラフ 描画 し その 色 ラベンダー ブラッシュ 設定 する	plt.plot(データ列, データ列2, color='lavenderblush')
数値 平方根 求める	sympy.sqrt(e)
全 要素 初期 化 さ れ た 配列 作成 する	np.ones(要素数, dtype=np.int)
実数 天井 計算 する	math.ceil(x)
オプション ブール 型 使う	dtype = np.int32
データ フレーム 欠損 値 最小 値 設定 する	df.fillna(df.min())
データ フレーム 列 値 グループ 化 し 要約 統計 量 計算 する	df.groupby('A').describe()
本日 曜日 整数 使う	datetime.datetime.today().weekday()
文字 列 中 正規 表現 全て マッチ 使う	re.findall(pattern, s)
リスト 数列 色 差別 ない グラフ 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='colorblind', linewidth=n)
小さい 判定 する	n < n2
データ フレーム 列 グループ 化 し それぞれ グループ ごと 件数 知る	df.groupby(column).size()
線 グラフ 描画 し その 色 パールゴールデンロッド 変更 する	plt.plot(データ列, データ列2, color='palegoldenrod')
オプション ミディアムブルー 色 使用 する	color = 'mediumblue'
オプション チョコレート 色 使う	color = 'chocolate'
タイムスタンプデータ 日付 時刻 データ 時間 差 何 分 知る	(aDatetime - aDatetime2).total_seconds()//60
データ 列 等しい 量 なる よう ビン 数 ビン 分割 する	pd.qcut(ds, n)
文字 列 先頭 限定 正規 表現 マッチ さ せる	re.match(pattern, s, flags=re.ASCI)
バイト 列 変換 する	n.to_bytes((n.bit_length() + 7) // 8, byteorder='big')
実数 無限 大 調べる	math.isinf(x)
エン コーディング 調べる	sys.getdefaultencoding()
折れ線 グラフ 色 ミスティローズ 設定 する	plt.plot(データ列, データ列2, color='mistyrose')
文字 列 タプル 含ま れ ない 調べる	element not in aTuple
マップ 項目 名 対応 し た 値	aDict.get(key)
組 ひとつ 置き 得る	aTuple[::2]
データ フレーム 列 整列 し 新しい インデックス 加える	df.sort_values(columns).reset_index()
文字 列 部分 文字 列 分け た 時 前半 文字 列 使う	s.partition(sub)[0]
データ フレーム 末尾 行 抽出 する	df.tail(n)
データ フレーム 表示 する とき 列 データ フレーム 表示 可能 な よう する	pd.set_option('display.max_columns', n)
文字 列 秒 日付 データ 変換 する	pd.to_datetime(s, unit='s', utc=True)
両端 キュー 番目 データ 差し込む	deq.insert(n, element)
オプション トマト 色 使用 する	color = 'tomato'
年 月 日 タイム スタンプ	datetime.datetime(year=year, month=month, day=day)
ベクトル 列 ごと 合計 値	np.sum(aArray, axis=0)
整数 十 六 進 文字 列	hex(n)[2:]
箱 ひ げ 図 つ 並べる	plt.boxplot([データ列, データ列2])
大きい 調べる	n > n2
全 要素 初期 化 さ れ た ブール 型 行列	np.zeros(行数, 列数, dtype=np.int32)
集合 値 追加 する	aSet.add(element)
リスト 配列 散布 図 描画 し 色 色 差別 ない する	plt.plot(xdata, ydata, c='colorblind')
オプション カーキ 色 使う	color = 'khaki'
文字 列 番目 カラム インデックス ファイル 読み込む	pd.read_csv(filename, index_col=n)
折れ線 グラフ 左 三 角 印 使用 する	plt.plot(データ列, データ列2, marker='<')
